listing,carteira,estado,cidade,Bairro
JSO0024,Carteira 4,BA,"Porto Seguro, BA","Porto Seguro, BA, PRAIA DE MUNDAÍ"
JSR0101,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
JSR112,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
JTL001,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
JTL002,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
JTN0060,Carteira 3,SC,"Garopaba, SC","Garopaba, SC, Praia da Barra"
JTS0603,Carteira 6,ES,"Guarapari, ES","Guarapari, ES, Praia do Morro"
JVA0702,Carteira 4,AL,"Maceió, AL","Maceió, AL, Mangabeiras"
JVV303,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi"
JZZ702,Carteira 6,SC,"Itapema, SC","Itapema, SC, Morretes"
KAI0017,Carteira 6,RJ,"Armação dos Búzios, RJ","Armação dos Búzios, RJ, Geribá"
KAI017,Carteira 6,RJ,"Armação dos Búzios, RJ","Armação dos Búzios, RJ, Alto de Búzios"
LAR0406,Carteira 4,RS,"Gramado, RS","Gramado, RS, Vila Suiça"
LAT0604,Carteira 6,PR,"Curitiba, PR","Curitiba, PR, Centro"
LBC010,Carteira 4,AL,"São Miguel dos Milagres, AL","São Miguel dos Milagres, AL, Praia do Riacho"
LBE0001,Carteira 4,BA,"Maraú, BA","Maraú, BA, Barra Grande"
LBE0002,Carteira 4,BA,"Maraú, BA","Maraú, BA, Barra Grande"
LBE0003,Carteira 4,BA,"Maraú, BA","Maraú, BA, Barra Grande"
LBE0004,Carteira 4,BA,"Maraú, BA","Maraú, BA, Barra Grande"
LBH104,Carteira 2,AL,"Passo de Camaragibe, AL","Passo de Camaragibe, AL, Passo de Camaragibe"
LBH105,Carteira 4,AL,"Passo de Camaragibe, AL","Passo de Camaragibe, AL, Camaragibe"
LBM206,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
LBM306,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
LBM401,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
LBO203,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Mont Serrat"
LDN201,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Braga"
LDS173,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Campeche"
LDV005,Carteira 4,BA,"Porto Seguro, BA","Porto Seguro, BA, Centro"
LEA0908,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi"
LEC0107,Carteira 1,DF,"Brasília, DF","Brasília, DF, Setor Sudoeste"
LEC0228,Carteira 1,DF,"Brasília, DF","Brasília, DF, Setor Sudoeste"
LEN104,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
LEN203,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
LEO202,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses Norte"
LES106,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional"
LES403,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional"
LGA0201,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro"
LGD0201,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro"
LGD0205,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro"
LGP002,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Campeche"
LGR204,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
LHD0706,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
LHD2007,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
LHG1603,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Oeste"
LIB203,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
LIN204,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Centro"
LIV1204,Especial,BA,"Salvador, BA","Salvador, BA, Vitória"
LIV1408,Especial,BA,"Salvador, BA","Salvador, BA, Vitória"
LIV1007,Especial,BA,"Salvador, BA","Salvador, BA, Vitória"
LIV1712,Especial,BA,"Salvador, BA","Salvador, BA, Vitória"
LIV1310,Carteira 6,BA,"Salvador, BA","Salvador, BA, Vitória"
LIV1006,Especial,BA,"Salvador, BA","Salvador, BA, Vitória"
LIV1705,Especial,BA,"Salvador, BA","Salvador, BA, Vitória"
LIV1704,Especial,BA,"Salvador, BA","Salvador, BA, Vitória"
LIV0810,Especial,BA,"Salvador, BA","Salvador, BA, Vitória"
LIV0907,Especial,BA,"Salvador, BA","Salvador, BA, Vitória"
LIV0512,Especial,BA,"Salvador, BA","Salvador, BA, Vitória"
LIV1612,Carteira 6,BA,"Salvador, BA","Salvador, BA, Vitória"
LIV0803,Especial,BA,"Salvador, BA","Salvador, BA, Vitória"
LIV1004,Especial,BA,"Salvador, BA","Salvador, BA, Vitória"
LIV1011,Especial,BA,"Salvador, BA","Salvador, BA, Vitória"
LIV1104,Especial,BA,"Salvador, BA","Salvador, BA, Vitória"
LIV1411,Especial,BA,"Salvador, BA","Salvador, BA, Vitória"
LIV1412,Carteira 6,BA,"Salvador, BA","Salvador, BA, Vitória"
LIV1512,Carteira 6,BA,"Salvador, BA","Salvador, BA, Vitória"
LIV1603,Carteira 6,BA,"Salvador, BA","Salvador, BA, Vitória"
LIV1605,Especial,BA,"Salvador, BA","Salvador, BA, Vitória"
LIV903,Carteira 3,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro"
LLR801,Carteira 3,SC,"Porto Belo, SC","Porto Belo, SC, Perequê"
LLR802,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê"
LMA602,Carteira 3,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro"
LME0602,Carteira 1,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro"
LMN0701,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Saco dos Limões"
LNB502,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Pereque"
LOF1405,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pinheiros"
LQS1701,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bela Vista"
LRC0703,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi"
LRD1103,Carteira 4,AL,"Maceió, AL","Maceió, AL, Cruz das Almas"
LRE0906,Carteira 3,SC,"Penha, SC","Penha, SC, Centro"
LRS002,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Morro das Pedras"
LTL0301,Carteira 6,SC,"Itapema, SC","Itapema, SC, Morretes"
LTS1003,Carteira 4,AL,"Maceió, AL","Maceió, AL, Jatiúca"
LTT1303,Carteira 3,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi"
LTT803,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi"
LUE0301,Carteira 6,RS,"Gramado, RS","Gramado, RS, Vila Suíça"
